,subj,book,acc_level,subj_acc_level,confidence,difficulty,familiarity,recognition,interest,pressured,sleepiness,sleephours,sex,native
10,msd003,genome,1,1,0,1,0,0,0,0,1,1,0,1
10,msd003,genome,1,1,0,1,0,0,0,0,1,1,0,1
10,msd003,genome,1,1,0,1,0,0,0,0,1,1,0,1
10,msd003,genome,1,1,0,1,0,0,0,0,1,1,0,1
10,msd003,genome,1,1,0,1,0,0,0,0,1,1,0,1
10,msd003,genome,1,1,0,1,0,0,0,0,1,1,0,1
10,msd003,genome,1,1,0,1,0,0,0,0,1,1,0,1
10,msd003,genome,1,1,0,1,0,0,0,0,1,1,0,1
10,msd003,genome,1,1,0,1,0,0,0,0,1,1,0,1
10,msd003,genome,1,1,0,1,0,0,0,0,1,1,0,1
10,msd003,genome,1,1,0,1,0,0,0,0,1,1,0,1
12,msd004,dickens,1,1,0,0,0,0,1,0,0,0,1,1
12,msd004,dickens,1,1,0,0,0,0,1,0,0,0,1,1
12,msd004,dickens,1,1,0,0,0,0,1,0,0,0,1,1
12,msd004,dickens,1,1,0,0,0,0,1,0,0,0,1,1
12,msd004,dickens,1,1,0,0,0,0,1,0,0,0,1,1
12,msd004,dickens,1,1,0,0,0,0,1,0,0,0,1,1
12,msd004,dickens,1,1,0,0,0,0,1,0,0,0,1,1
12,msd004,dickens,1,1,0,0,0,0,1,0,0,0,1,1
12,msd004,dickens,1,1,0,0,0,0,1,0,0,0,1,1
12,msd004,dickens,1,1,0,0,0,0,1,0,0,0,1,1
12,msd004,dickens,1,1,0,0,0,0,1,0,0,0,1,1
12,msd004,dickens,1,1,0,0,0,0,1,0,0,0,1,1
12,msd004,dickens,1,1,0,0,0,0,1,0,0,0,1,1
12,msd004,dickens,1,1,0,0,0,0,1,0,0,0,1,1
12,msd004,dickens,1,1,0,0,0,0,1,0,0,0,1,1
13,msd004,flytrap,1,1,0,0,0,0,0,0,0,0,1,1
13,msd004,flytrap,1,1,0,0,0,0,0,0,0,0,1,1
13,msd004,flytrap,1,1,0,0,0,0,0,0,0,0,1,1
13,msd004,flytrap,1,1,0,0,0,0,0,0,0,0,1,1
13,msd004,flytrap,1,1,0,0,0,0,0,0,0,0,1,1
13,msd004,flytrap,1,1,0,0,0,0,0,0,0,0,1,1
13,msd004,flytrap,1,1,0,0,0,0,0,0,0,0,1,1
13,msd004,flytrap,1,1,0,0,0,0,0,0,0,0,1,1
13,msd004,flytrap,1,1,0,0,0,0,0,0,0,0,1,1
13,msd004,flytrap,1,1,0,0,0,0,0,0,0,0,1,1
13,msd004,flytrap,1,1,0,0,0,0,0,0,0,0,1,1
13,msd004,flytrap,1,1,0,0,0,0,0,0,0,0,1,1
13,msd004,flytrap,1,1,0,0,0,0,0,0,0,0,1,1
13,msd004,flytrap,1,1,0,0,0,0,0,0,0,0,1,1
13,msd004,flytrap,1,1,0,0,0,0,0,0,0,0,1,1
13,msd004,flytrap,1,1,0,0,0,0,0,0,0,0,1,1
13,msd004,flytrap,1,1,0,0,0,0,0,0,0,0,1,1
13,msd004,flytrap,1,1,0,0,0,0,0,0,0,0,1,1
13,msd004,flytrap,1,1,0,0,0,0,0,0,0,0,1,1
13,msd004,flytrap,1,1,0,0,0,0,0,0,0,0,1,1
16,msd005,dickens,1,1,1,0,1,0,1,0,0,0,0,1
16,msd005,dickens,1,1,1,0,1,0,1,0,0,0,0,1
16,msd005,dickens,1,1,1,0,1,0,1,0,0,0,0,1
16,msd005,dickens,1,1,1,0,1,0,1,0,0,0,0,1
16,msd005,dickens,1,1,1,0,1,0,1,0,0,0,0,1
16,msd005,dickens,1,1,1,0,1,0,1,0,0,0,0,1
16,msd005,dickens,1,1,1,0,1,0,1,0,0,0,0,1
16,msd005,dickens,1,1,1,0,1,0,1,0,0,0,0,1
16,msd005,dickens,1,1,1,0,1,0,1,0,0,0,0,1
16,msd005,dickens,1,1,1,0,1,0,1,0,0,0,0,1
16,msd005,dickens,1,1,1,0,1,0,1,0,0,0,0,1
16,msd005,dickens,1,1,1,0,1,0,1,0,0,0,0,1
16,msd005,dickens,1,1,1,0,1,0,1,0,0,0,0,1
16,msd005,dickens,1,1,1,0,1,0,1,0,0,0,0,1
16,msd005,dickens,1,1,1,0,1,0,1,0,0,0,0,1
16,msd005,dickens,1,1,1,0,1,0,1,0,0,0,0,1
16,msd005,dickens,1,1,1,0,1,0,1,0,0,0,0,1
16,msd005,dickens,1,1,1,0,1,0,1,0,0,0,0,1
16,msd005,dickens,1,1,1,0,1,0,1,0,0,0,0,1
16,msd005,dickens,1,1,1,0,1,0,1,0,0,0,0,1
16,msd005,dickens,1,1,1,0,1,0,1,0,0,0,0,1
18,msd005,genome,1,1,0,1,0,0,0,0,0,0,0,1
18,msd005,genome,1,1,0,1,0,0,0,0,0,0,0,1
18,msd005,genome,1,1,0,1,0,0,0,0,0,0,0,1
18,msd005,genome,1,1,0,1,0,0,0,0,0,0,0,1
18,msd005,genome,1,1,0,1,0,0,0,0,0,0,0,1
18,msd005,genome,1,1,0,1,0,0,0,0,0,0,0,1
18,msd005,genome,1,1,0,1,0,0,0,0,0,0,0,1
18,msd005,genome,1,1,0,1,0,0,0,0,0,0,0,1
18,msd005,genome,1,1,0,1,0,0,0,0,0,0,0,1
18,msd005,genome,1,1,0,1,0,0,0,0,0,0,0,1
18,msd005,genome,1,1,0,1,0,0,0,0,0,0,0,1
18,msd005,genome,1,1,0,1,0,0,0,0,0,0,0,1
18,msd005,genome,1,1,0,1,0,0,0,0,0,0,0,1
18,msd005,genome,1,1,0,1,0,0,0,0,0,0,0,1
18,msd005,genome,1,1,0,1,0,0,0,0,0,0,0,1
18,msd005,genome,1,1,0,1,0,0,0,0,0,0,0,1
18,msd005,genome,1,1,0,1,0,0,0,0,0,0,0,1
18,msd005,genome,1,1,0,1,0,0,0,0,0,0,0,1
18,msd005,genome,1,1,0,1,0,0,0,0,0,0,0,1
18,msd005,genome,1,1,0,1,0,0,0,0,0,0,0,1
18,msd005,genome,1,1,0,1,0,0,0,0,0,0,0,1
18,msd005,genome,1,1,0,1,0,0,0,0,0,0,0,1
18,msd005,genome,1,1,0,1,0,0,0,0,0,0,0,1
18,msd005,genome,1,1,0,1,0,0,0,0,0,0,0,1
18,msd005,genome,1,1,0,1,0,0,0,0,0,0,0,1
18,msd005,genome,1,1,0,1,0,0,0,0,0,0,0,1
18,msd005,genome,1,1,0,1,0,0,0,0,0,0,0,1
18,msd005,genome,1,1,0,1,0,0,0,0,0,0,0,1
18,msd005,genome,1,1,0,1,0,0,0,0,0,0,0,1
18,msd005,genome,1,1,0,1,0,0,0,0,0,0,0,1
20,msd007,dickens,1,1,1,0,0,0,1,0,0,1,0,0
20,msd007,dickens,1,1,1,0,0,0,1,0,0,1,0,0
20,msd007,dickens,1,1,1,0,0,0,1,0,0,1,0,0
20,msd007,dickens,1,1,1,0,0,0,1,0,0,1,0,0
20,msd007,dickens,1,1,1,0,0,0,1,0,0,1,0,0
20,msd007,dickens,1,1,1,0,0,0,1,0,0,1,0,0
20,msd007,dickens,1,1,1,0,0,0,1,0,0,1,0,0
20,msd007,dickens,1,1,1,0,0,0,1,0,0,1,0,0
20,msd007,dickens,1,1,1,0,0,0,1,0,0,1,0,0
20,msd007,dickens,1,1,1,0,0,0,1,0,0,1,0,0
20,msd007,dickens,1,1,1,0,0,0,1,0,0,1,0,0
20,msd007,dickens,1,1,1,0,0,0,1,0,0,1,0,0
20,msd007,dickens,1,1,1,0,0,0,1,0,0,1,0,0
20,msd007,dickens,1,1,1,0,0,0,1,0,0,1,0,0
20,msd007,dickens,1,1,1,0,0,0,1,0,0,1,0,0
20,msd007,dickens,1,1,1,0,0,0,1,0,0,1,0,0
20,msd007,dickens,1,1,1,0,0,0,1,0,0,1,0,0
20,msd007,dickens,1,1,1,0,0,0,1,0,0,1,0,0
20,msd007,dickens,1,1,1,0,0,0,1,0,0,1,0,0
20,msd007,dickens,1,1,1,0,0,0,1,0,0,1,0,0
20,msd007,dickens,1,1,1,0,0,0,1,0,0,1,0,0
20,msd007,dickens,1,1,1,0,0,0,1,0,0,1,0,0
20,msd007,dickens,1,1,1,0,0,0,1,0,0,1,0,0
20,msd007,dickens,1,1,1,0,0,0,1,0,0,1,0,0
20,msd007,dickens,1,1,1,0,0,0,1,0,0,1,0,0
20,msd007,dickens,1,1,1,0,0,0,1,0,0,1,0,0
20,msd007,dickens,1,1,1,0,0,0,1,0,0,1,0,0
20,msd007,dickens,1,1,1,0,0,0,1,0,0,1,0,0
20,msd007,dickens,1,1,1,0,0,0,1,0,0,1,0,0
20,msd007,dickens,1,1,1,0,0,0,1,0,0,1,0,0
20,msd007,dickens,1,1,1,0,0,0,1,0,0,1,0,0
20,msd007,dickens,1,1,1,0,0,0,1,0,0,1,0,0
20,msd007,dickens,1,1,1,0,0,0,1,0,0,1,0,0
23,msd007,northpole,1,1,1,1,0,0,0,0,0,1,0,0
23,msd007,northpole,1,1,1,1,0,0,0,0,0,1,0,0
23,msd007,northpole,1,1,1,1,0,0,0,0,0,1,0,0
23,msd007,northpole,1,1,1,1,0,0,0,0,0,1,0,0
23,msd007,northpole,1,1,1,1,0,0,0,0,0,1,0,0
23,msd007,northpole,1,1,1,1,0,0,0,0,0,1,0,0
23,msd007,northpole,1,1,1,1,0,0,0,0,0,1,0,0
23,msd007,northpole,1,1,1,1,0,0,0,0,0,1,0,0
23,msd007,northpole,1,1,1,1,0,0,0,0,0,1,0,0
23,msd007,northpole,1,1,1,1,0,0,0,0,0,1,0,0
23,msd007,northpole,1,1,1,1,0,0,0,0,0,1,0,0
23,msd007,northpole,1,1,1,1,0,0,0,0,0,1,0,0
23,msd007,northpole,1,1,1,1,0,0,0,0,0,1,0,0
23,msd007,northpole,1,1,1,1,0,0,0,0,0,1,0,0
23,msd007,northpole,1,1,1,1,0,0,0,0,0,1,0,0
23,msd007,northpole,1,1,1,1,0,0,0,0,0,1,0,0
23,msd007,northpole,1,1,1,1,0,0,0,0,0,1,0,0
23,msd007,northpole,1,1,1,1,0,0,0,0,0,1,0,0
23,msd007,northpole,1,1,1,1,0,0,0,0,0,1,0,0
23,msd007,northpole,1,1,1,1,0,0,0,0,0,1,0,0
23,msd007,northpole,1,1,1,1,0,0,0,0,0,1,0,0
23,msd007,northpole,1,1,1,1,0,0,0,0,0,1,0,0
23,msd007,northpole,1,1,1,1,0,0,0,0,0,1,0,0
23,msd007,northpole,1,1,1,1,0,0,0,0,0,1,0,0
23,msd007,northpole,1,1,1,1,0,0,0,0,0,1,0,0
23,msd007,northpole,1,1,1,1,0,0,0,0,0,1,0,0
23,msd007,northpole,1,1,1,1,0,0,0,0,0,1,0,0
23,msd007,northpole,1,1,1,1,0,0,0,0,0,1,0,0
23,msd007,northpole,1,1,1,1,0,0,0,0,0,1,0,0
23,msd007,northpole,1,1,1,1,0,0,0,0,0,1,0,0
23,msd007,northpole,1,1,1,1,0,0,0,0,0,1,0,0
23,msd007,northpole,1,1,1,1,0,0,0,0,0,1,0,0
23,msd007,northpole,1,1,1,1,0,0,0,0,0,1,0,0
23,msd007,northpole,1,1,1,1,0,0,0,0,0,1,0,0
23,msd007,northpole,1,1,1,1,0,0,0,0,0,1,0,0
23,msd007,northpole,1,1,1,1,0,0,0,0,0,1,0,0
23,msd007,northpole,1,1,1,1,0,0,0,0,0,1,0,0
23,msd007,northpole,1,1,1,1,0,0,0,0,0,1,0,0
26,msd008,genome,1,0,1,0,0,0,1,0,0,1,1,0
26,msd008,genome,1,0,1,0,0,0,1,0,0,1,1,0
26,msd008,genome,1,0,1,0,0,0,1,0,0,1,1,0
26,msd008,genome,1,0,1,0,0,0,1,0,0,1,1,0
26,msd008,genome,1,0,1,0,0,0,1,0,0,1,1,0
26,msd008,genome,1,0,1,0,0,0,1,0,0,1,1,0
26,msd008,genome,1,0,1,0,0,0,1,0,0,1,1,0
26,msd008,genome,1,0,1,0,0,0,1,0,0,1,1,0
26,msd008,genome,1,0,1,0,0,0,1,0,0,1,1,0
26,msd008,genome,1,0,1,0,0,0,1,0,0,1,1,0
26,msd008,genome,1,0,1,0,0,0,1,0,0,1,1,0
26,msd008,genome,1,0,1,0,0,0,1,0,0,1,1,0
26,msd008,genome,1,0,1,0,0,0,1,0,0,1,1,0
26,msd008,genome,1,0,1,0,0,0,1,0,0,1,1,0
26,msd008,genome,1,0,1,0,0,0,1,0,0,1,1,0
26,msd008,genome,1,0,1,0,0,0,1,0,0,1,1,0
26,msd008,genome,1,0,1,0,0,0,1,0,0,1,1,0
26,msd008,genome,1,0,1,0,0,0,1,0,0,1,1,0
26,msd008,genome,1,0,1,0,0,0,1,0,0,1,1,0
26,msd008,genome,1,0,1,0,0,0,1,0,0,1,1,0
26,msd008,genome,1,0,1,0,0,0,1,0,0,1,1,0
26,msd008,genome,1,0,1,0,0,0,1,0,0,1,1,0
26,msd008,genome,1,0,1,0,0,0,1,0,0,1,1,0
26,msd008,genome,1,0,1,0,0,0,1,0,0,1,1,0
26,msd008,genome,1,0,1,0,0,0,1,0,0,1,1,0
26,msd008,genome,1,0,1,0,0,0,1,0,0,1,1,0
26,msd008,genome,1,0,1,0,0,0,1,0,0,1,1,0
26,msd008,genome,1,0,1,0,0,0,1,0,0,1,1,0
26,msd008,genome,1,0,1,0,0,0,1,0,0,1,1,0
26,msd008,genome,1,0,1,0,0,0,1,0,0,1,1,0
26,msd008,genome,1,0,1,0,0,0,1,0,0,1,1,0
26,msd008,genome,1,0,1,0,0,0,1,0,0,1,1,0
26,msd008,genome,1,0,1,0,0,0,1,0,0,1,1,0
26,msd008,genome,1,0,1,0,0,0,1,0,0,1,1,0
27,msd008,northpole,0,0,0,0,0,0,0,0,1,1,1,0
27,msd008,northpole,0,0,0,0,0,0,0,0,1,1,1,0
27,msd008,northpole,0,0,0,0,0,0,0,0,1,1,1,0
27,msd008,northpole,0,0,0,0,0,0,0,0,1,1,1,0
27,msd008,northpole,0,0,0,0,0,0,0,0,1,1,1,0
27,msd008,northpole,0,0,0,0,0,0,0,0,1,1,1,0
27,msd008,northpole,0,0,0,0,0,0,0,0,1,1,1,0
27,msd008,northpole,0,0,0,0,0,0,0,0,1,1,1,0
27,msd008,northpole,0,0,0,0,0,0,0,0,1,1,1,0
27,msd008,northpole,0,0,0,0,0,0,0,0,1,1,1,0
27,msd008,northpole,0,0,0,0,0,0,0,0,1,1,1,0
27,msd008,northpole,0,0,0,0,0,0,0,0,1,1,1,0
27,msd008,northpole,0,0,0,0,0,0,0,0,1,1,1,0
27,msd008,northpole,0,0,0,0,0,0,0,0,1,1,1,0
27,msd008,northpole,0,0,0,0,0,0,0,0,1,1,1,0
27,msd008,northpole,0,0,0,0,0,0,0,0,1,1,1,0
27,msd008,northpole,0,0,0,0,0,0,0,0,1,1,1,0
27,msd008,northpole,0,0,0,0,0,0,0,0,1,1,1,0
27,msd008,northpole,0,0,0,0,0,0,0,0,1,1,1,0
27,msd008,northpole,0,0,0,0,0,0,0,0,1,1,1,0
27,msd008,northpole,0,0,0,0,0,0,0,0,1,1,1,0
27,msd008,northpole,0,0,0,0,0,0,0,0,1,1,1,0
27,msd008,northpole,0,0,0,0,0,0,0,0,1,1,1,0
27,msd008,northpole,0,0,0,0,0,0,0,0,1,1,1,0
27,msd008,northpole,0,0,0,0,0,0,0,0,1,1,1,0
27,msd008,northpole,0,0,0,0,0,0,0,0,1,1,1,0
27,msd008,northpole,0,0,0,0,0,0,0,0,1,1,1,0
27,msd008,northpole,0,0,0,0,0,0,0,0,1,1,1,0
27,msd008,northpole,0,0,0,0,0,0,0,0,1,1,1,0
29,msd009,flytrap,1,1,0,1,0,0,0,1,1,1,1,1
29,msd009,flytrap,1,1,0,1,0,0,0,1,1,1,1,1
29,msd009,flytrap,1,1,0,1,0,0,0,1,1,1,1,1
29,msd009,flytrap,1,1,0,1,0,0,0,1,1,1,1,1
29,msd009,flytrap,1,1,0,1,0,0,0,1,1,1,1,1
29,msd009,flytrap,1,1,0,1,0,0,0,1,1,1,1,1
29,msd009,flytrap,1,1,0,1,0,0,0,1,1,1,1,1
29,msd009,flytrap,1,1,0,1,0,0,0,1,1,1,1,1
29,msd009,flytrap,1,1,0,1,0,0,0,1,1,1,1,1
29,msd009,flytrap,1,1,0,1,0,0,0,1,1,1,1,1
29,msd009,flytrap,1,1,0,1,0,0,0,1,1,1,1,1
29,msd009,flytrap,1,1,0,1,0,0,0,1,1,1,1,1
29,msd009,flytrap,1,1,0,1,0,0,0,1,1,1,1,1
29,msd009,flytrap,1,1,0,1,0,0,0,1,1,1,1,1
29,msd009,flytrap,1,1,0,1,0,0,0,1,1,1,1,1
29,msd009,flytrap,1,1,0,1,0,0,0,1,1,1,1,1
29,msd009,flytrap,1,1,0,1,0,0,0,1,1,1,1,1
29,msd009,flytrap,1,1,0,1,0,0,0,1,1,1,1,1
29,msd009,flytrap,1,1,0,1,0,0,0,1,1,1,1,1
29,msd009,flytrap,1,1,0,1,0,0,0,1,1,1,1,1
29,msd009,flytrap,1,1,0,1,0,0,0,1,1,1,1,1
29,msd009,flytrap,1,1,0,1,0,0,0,1,1,1,1,1
29,msd009,flytrap,1,1,0,1,0,0,0,1,1,1,1,1
29,msd009,flytrap,1,1,0,1,0,0,0,1,1,1,1,1
29,msd009,flytrap,1,1,0,1,0,0,0,1,1,1,1,1
29,msd009,flytrap,1,1,0,1,0,0,0,1,1,1,1,1
29,msd009,flytrap,1,1,0,1,0,0,0,1,1,1,1,1
