,subj,book,acc_level,subj_acc_level,confidence,difficulty,familiarity,recognition,interest,pressured,sleepiness,sleephours,sex,native
10,msd003,genome,1,1,0,1,0,0,0,0,1,1,0,1
10,msd003,genome,1,1,0,1,0,0,0,0,1,1,0,1
10,msd003,genome,1,1,0,1,0,0,0,0,1,1,0,1
10,msd003,genome,1,1,0,1,0,0,0,0,1,1,0,1
10,msd003,genome,1,1,0,1,0,0,0,0,1,1,0,1
10,msd003,genome,1,1,0,1,0,0,0,0,1,1,0,1
10,msd003,genome,1,1,0,1,0,0,0,0,1,1,0,1
10,msd003,genome,1,1,0,1,0,0,0,0,1,1,0,1
10,msd003,genome,1,1,0,1,0,0,0,0,1,1,0,1
10,msd003,genome,1,1,0,1,0,0,0,0,1,1,0,1
10,msd003,genome,1,1,0,1,0,0,0,0,1,1,0,1
10,msd003,genome,1,1,0,1,0,0,0,0,1,1,0,1
10,msd003,genome,1,1,0,1,0,0,0,0,1,1,0,1
11,msd003,northpole,0,1,0,1,0,0,0,1,1,1,0,1
11,msd003,northpole,0,1,0,1,0,0,0,1,1,1,0,1
11,msd003,northpole,0,1,0,1,0,0,0,1,1,1,0,1
11,msd003,northpole,0,1,0,1,0,0,0,1,1,1,0,1
11,msd003,northpole,0,1,0,1,0,0,0,1,1,1,0,1
11,msd003,northpole,0,1,0,1,0,0,0,1,1,1,0,1
11,msd003,northpole,0,1,0,1,0,0,0,1,1,1,0,1
11,msd003,northpole,0,1,0,1,0,0,0,1,1,1,0,1
11,msd003,northpole,0,1,0,1,0,0,0,1,1,1,0,1
11,msd003,northpole,0,1,0,1,0,0,0,1,1,1,0,1
11,msd003,northpole,0,1,0,1,0,0,0,1,1,1,0,1
11,msd003,northpole,0,1,0,1,0,0,0,1,1,1,0,1
11,msd003,northpole,0,1,0,1,0,0,0,1,1,1,0,1
11,msd003,northpole,0,1,0,1,0,0,0,1,1,1,0,1
11,msd003,northpole,0,1,0,1,0,0,0,1,1,1,0,1
11,msd003,northpole,0,1,0,1,0,0,0,1,1,1,0,1
11,msd003,northpole,0,1,0,1,0,0,0,1,1,1,0,1
12,msd004,dickens,1,1,0,0,0,0,1,0,0,0,1,1
12,msd004,dickens,1,1,0,0,0,0,1,0,0,0,1,1
12,msd004,dickens,1,1,0,0,0,0,1,0,0,0,1,1
12,msd004,dickens,1,1,0,0,0,0,1,0,0,0,1,1
12,msd004,dickens,1,1,0,0,0,0,1,0,0,0,1,1
12,msd004,dickens,1,1,0,0,0,0,1,0,0,0,1,1
12,msd004,dickens,1,1,0,0,0,0,1,0,0,0,1,1
12,msd004,dickens,1,1,0,0,0,0,1,0,0,0,1,1
12,msd004,dickens,1,1,0,0,0,0,1,0,0,0,1,1
12,msd004,dickens,1,1,0,0,0,0,1,0,0,0,1,1
12,msd004,dickens,1,1,0,0,0,0,1,0,0,0,1,1
12,msd004,dickens,1,1,0,0,0,0,1,0,0,0,1,1
12,msd004,dickens,1,1,0,0,0,0,1,0,0,0,1,1
12,msd004,dickens,1,1,0,0,0,0,1,0,0,0,1,1
12,msd004,dickens,1,1,0,0,0,0,1,0,0,0,1,1
13,msd004,flytrap,1,1,0,0,0,0,0,0,0,0,1,1
13,msd004,flytrap,1,1,0,0,0,0,0,0,0,0,1,1
13,msd004,flytrap,1,1,0,0,0,0,0,0,0,0,1,1
13,msd004,flytrap,1,1,0,0,0,0,0,0,0,0,1,1
13,msd004,flytrap,1,1,0,0,0,0,0,0,0,0,1,1
13,msd004,flytrap,1,1,0,0,0,0,0,0,0,0,1,1
13,msd004,flytrap,1,1,0,0,0,0,0,0,0,0,1,1
13,msd004,flytrap,1,1,0,0,0,0,0,0,0,0,1,1
13,msd004,flytrap,1,1,0,0,0,0,0,0,0,0,1,1
13,msd004,flytrap,1,1,0,0,0,0,0,0,0,0,1,1
13,msd004,flytrap,1,1,0,0,0,0,0,0,0,0,1,1
13,msd004,flytrap,1,1,0,0,0,0,0,0,0,0,1,1
13,msd004,flytrap,1,1,0,0,0,0,0,0,0,0,1,1
13,msd004,flytrap,1,1,0,0,0,0,0,0,0,0,1,1
13,msd004,flytrap,1,1,0,0,0,0,0,0,0,0,1,1
13,msd004,flytrap,1,1,0,0,0,0,0,0,0,0,1,1
13,msd004,flytrap,1,1,0,0,0,0,0,0,0,0,1,1
13,msd004,flytrap,1,1,0,0,0,0,0,0,0,0,1,1
13,msd004,flytrap,1,1,0,0,0,0,0,0,0,0,1,1
13,msd004,flytrap,1,1,0,0,0,0,0,0,0,0,1,1
14,msd004,genome,0,1,0,1,0,0,0,0,0,0,1,1
14,msd004,genome,0,1,0,1,0,0,0,0,0,0,1,1
14,msd004,genome,0,1,0,1,0,0,0,0,0,0,1,1
14,msd004,genome,0,1,0,1,0,0,0,0,0,0,1,1
14,msd004,genome,0,1,0,1,0,0,0,0,0,0,1,1
14,msd004,genome,0,1,0,1,0,0,0,0,0,0,1,1
14,msd004,genome,0,1,0,1,0,0,0,0,0,0,1,1
14,msd004,genome,0,1,0,1,0,0,0,0,0,0,1,1
14,msd004,genome,0,1,0,1,0,0,0,0,0,0,1,1
14,msd004,genome,0,1,0,1,0,0,0,0,0,0,1,1
14,msd004,genome,0,1,0,1,0,0,0,0,0,0,1,1
14,msd004,genome,0,1,0,1,0,0,0,0,0,0,1,1
14,msd004,genome,0,1,0,1,0,0,0,0,0,0,1,1
14,msd004,genome,0,1,0,1,0,0,0,0,0,0,1,1
14,msd004,genome,0,1,0,1,0,0,0,0,0,0,1,1
14,msd004,genome,0,1,0,1,0,0,0,0,0,0,1,1
15,msd004,northpole,1,1,0,1,0,0,0,0,0,0,1,1
15,msd004,northpole,1,1,0,1,0,0,0,0,0,0,1,1
15,msd004,northpole,1,1,0,1,0,0,0,0,0,0,1,1
15,msd004,northpole,1,1,0,1,0,0,0,0,0,0,1,1
15,msd004,northpole,1,1,0,1,0,0,0,0,0,0,1,1
15,msd004,northpole,1,1,0,1,0,0,0,0,0,0,1,1
15,msd004,northpole,1,1,0,1,0,0,0,0,0,0,1,1
15,msd004,northpole,1,1,0,1,0,0,0,0,0,0,1,1
15,msd004,northpole,1,1,0,1,0,0,0,0,0,0,1,1
15,msd004,northpole,1,1,0,1,0,0,0,0,0,0,1,1
15,msd004,northpole,1,1,0,1,0,0,0,0,0,0,1,1
15,msd004,northpole,1,1,0,1,0,0,0,0,0,0,1,1
15,msd004,northpole,1,1,0,1,0,0,0,0,0,0,1,1
15,msd004,northpole,1,1,0,1,0,0,0,0,0,0,1,1
15,msd004,northpole,1,1,0,1,0,0,0,0,0,0,1,1
15,msd004,northpole,1,1,0,1,0,0,0,0,0,0,1,1
15,msd004,northpole,1,1,0,1,0,0,0,0,0,0,1,1
15,msd004,northpole,1,1,0,1,0,0,0,0,0,0,1,1
16,msd005,dickens,1,1,1,0,1,0,1,0,0,0,0,1
16,msd005,dickens,1,1,1,0,1,0,1,0,0,0,0,1
16,msd005,dickens,1,1,1,0,1,0,1,0,0,0,0,1
16,msd005,dickens,1,1,1,0,1,0,1,0,0,0,0,1
16,msd005,dickens,1,1,1,0,1,0,1,0,0,0,0,1
16,msd005,dickens,1,1,1,0,1,0,1,0,0,0,0,1
16,msd005,dickens,1,1,1,0,1,0,1,0,0,0,0,1
16,msd005,dickens,1,1,1,0,1,0,1,0,0,0,0,1
16,msd005,dickens,1,1,1,0,1,0,1,0,0,0,0,1
16,msd005,dickens,1,1,1,0,1,0,1,0,0,0,0,1
16,msd005,dickens,1,1,1,0,1,0,1,0,0,0,0,1
16,msd005,dickens,1,1,1,0,1,0,1,0,0,0,0,1
16,msd005,dickens,1,1,1,0,1,0,1,0,0,0,0,1
16,msd005,dickens,1,1,1,0,1,0,1,0,0,0,0,1
16,msd005,dickens,1,1,1,0,1,0,1,0,0,0,0,1
16,msd005,dickens,1,1,1,0,1,0,1,0,0,0,0,1
16,msd005,dickens,1,1,1,0,1,0,1,0,0,0,0,1
16,msd005,dickens,1,1,1,0,1,0,1,0,0,0,0,1
16,msd005,dickens,1,1,1,0,1,0,1,0,0,0,0,1
16,msd005,dickens,1,1,1,0,1,0,1,0,0,0,0,1
16,msd005,dickens,1,1,1,0,1,0,1,0,0,0,0,1
17,msd005,flytrap,1,1,0,0,0,0,0,0,0,0,0,1
17,msd005,flytrap,1,1,0,0,0,0,0,0,0,0,0,1
17,msd005,flytrap,1,1,0,0,0,0,0,0,0,0,0,1
17,msd005,flytrap,1,1,0,0,0,0,0,0,0,0,0,1
17,msd005,flytrap,1,1,0,0,0,0,0,0,0,0,0,1
17,msd005,flytrap,1,1,0,0,0,0,0,0,0,0,0,1
17,msd005,flytrap,1,1,0,0,0,0,0,0,0,0,0,1
17,msd005,flytrap,1,1,0,0,0,0,0,0,0,0,0,1
17,msd005,flytrap,1,1,0,0,0,0,0,0,0,0,0,1
17,msd005,flytrap,1,1,0,0,0,0,0,0,0,0,0,1
17,msd005,flytrap,1,1,0,0,0,0,0,0,0,0,0,1
17,msd005,flytrap,1,1,0,0,0,0,0,0,0,0,0,1
17,msd005,flytrap,1,1,0,0,0,0,0,0,0,0,0,1
17,msd005,flytrap,1,1,0,0,0,0,0,0,0,0,0,1
17,msd005,flytrap,1,1,0,0,0,0,0,0,0,0,0,1
17,msd005,flytrap,1,1,0,0,0,0,0,0,0,0,0,1
17,msd005,flytrap,1,1,0,0,0,0,0,0,0,0,0,1
17,msd005,flytrap,1,1,0,0,0,0,0,0,0,0,0,1
17,msd005,flytrap,1,1,0,0,0,0,0,0,0,0,0,1
17,msd005,flytrap,1,1,0,0,0,0,0,0,0,0,0,1
17,msd005,flytrap,1,1,0,0,0,0,0,0,0,0,0,1
17,msd005,flytrap,1,1,0,0,0,0,0,0,0,0,0,1
17,msd005,flytrap,1,1,0,0,0,0,0,0,0,0,0,1
17,msd005,flytrap,1,1,0,0,0,0,0,0,0,0,0,1
17,msd005,flytrap,1,1,0,0,0,0,0,0,0,0,0,1
17,msd005,flytrap,1,1,0,0,0,0,0,0,0,0,0,1
17,msd005,flytrap,1,1,0,0,0,0,0,0,0,0,0,1
17,msd005,flytrap,1,1,0,0,0,0,0,0,0,0,0,1
17,msd005,flytrap,1,1,0,0,0,0,0,0,0,0,0,1
17,msd005,flytrap,1,1,0,0,0,0,0,0,0,0,0,1
17,msd005,flytrap,1,1,0,0,0,0,0,0,0,0,0,1
17,msd005,flytrap,1,1,0,0,0,0,0,0,0,0,0,1
18,msd005,genome,1,1,0,1,0,0,0,0,0,0,0,1
18,msd005,genome,1,1,0,1,0,0,0,0,0,0,0,1
18,msd005,genome,1,1,0,1,0,0,0,0,0,0,0,1
18,msd005,genome,1,1,0,1,0,0,0,0,0,0,0,1
18,msd005,genome,1,1,0,1,0,0,0,0,0,0,0,1
18,msd005,genome,1,1,0,1,0,0,0,0,0,0,0,1
18,msd005,genome,1,1,0,1,0,0,0,0,0,0,0,1
18,msd005,genome,1,1,0,1,0,0,0,0,0,0,0,1
18,msd005,genome,1,1,0,1,0,0,0,0,0,0,0,1
18,msd005,genome,1,1,0,1,0,0,0,0,0,0,0,1
18,msd005,genome,1,1,0,1,0,0,0,0,0,0,0,1
18,msd005,genome,1,1,0,1,0,0,0,0,0,0,0,1
18,msd005,genome,1,1,0,1,0,0,0,0,0,0,0,1
18,msd005,genome,1,1,0,1,0,0,0,0,0,0,0,1
18,msd005,genome,1,1,0,1,0,0,0,0,0,0,0,1
18,msd005,genome,1,1,0,1,0,0,0,0,0,0,0,1
18,msd005,genome,1,1,0,1,0,0,0,0,0,0,0,1
18,msd005,genome,1,1,0,1,0,0,0,0,0,0,0,1
18,msd005,genome,1,1,0,1,0,0,0,0,0,0,0,1
18,msd005,genome,1,1,0,1,0,0,0,0,0,0,0,1
18,msd005,genome,1,1,0,1,0,0,0,0,0,0,0,1
18,msd005,genome,1,1,0,1,0,0,0,0,0,0,0,1
18,msd005,genome,1,1,0,1,0,0,0,0,0,0,0,1
18,msd005,genome,1,1,0,1,0,0,0,0,0,0,0,1
18,msd005,genome,1,1,0,1,0,0,0,0,0,0,0,1
18,msd005,genome,1,1,0,1,0,0,0,0,0,0,0,1
18,msd005,genome,1,1,0,1,0,0,0,0,0,0,0,1
18,msd005,genome,1,1,0,1,0,0,0,0,0,0,0,1
18,msd005,genome,1,1,0,1,0,0,0,0,0,0,0,1
18,msd005,genome,1,1,0,1,0,0,0,0,0,0,0,1
19,msd005,northpole,1,1,0,1,0,0,0,1,0,0,0,1
19,msd005,northpole,1,1,0,1,0,0,0,1,0,0,0,1
19,msd005,northpole,1,1,0,1,0,0,0,1,0,0,0,1
19,msd005,northpole,1,1,0,1,0,0,0,1,0,0,0,1
19,msd005,northpole,1,1,0,1,0,0,0,1,0,0,0,1
19,msd005,northpole,1,1,0,1,0,0,0,1,0,0,0,1
19,msd005,northpole,1,1,0,1,0,0,0,1,0,0,0,1
19,msd005,northpole,1,1,0,1,0,0,0,1,0,0,0,1
19,msd005,northpole,1,1,0,1,0,0,0,1,0,0,0,1
19,msd005,northpole,1,1,0,1,0,0,0,1,0,0,0,1
19,msd005,northpole,1,1,0,1,0,0,0,1,0,0,0,1
19,msd005,northpole,1,1,0,1,0,0,0,1,0,0,0,1
19,msd005,northpole,1,1,0,1,0,0,0,1,0,0,0,1
19,msd005,northpole,1,1,0,1,0,0,0,1,0,0,0,1
19,msd005,northpole,1,1,0,1,0,0,0,1,0,0,0,1
19,msd005,northpole,1,1,0,1,0,0,0,1,0,0,0,1
19,msd005,northpole,1,1,0,1,0,0,0,1,0,0,0,1
19,msd005,northpole,1,1,0,1,0,0,0,1,0,0,0,1
19,msd005,northpole,1,1,0,1,0,0,0,1,0,0,0,1
19,msd005,northpole,1,1,0,1,0,0,0,1,0,0,0,1
